address,country,lat,long,
CORONATION SHOPPING PLAZA,Singapore,1.323919,103.809989,
CORONATION VILLAGE,Singapore,1.321864,103.805326,
CORONATION VILLE,Singapore,1.322972,103.802659,
COSMO,Singapore,1.309614,103.881009,
COSTA DEL SOL,Singapore,1.311769,103.939511,
COSTA ESTE,Singapore,1.312537,103.909451,
COSTA RHU,Singapore,1.297313,103.866958,
COSY 23,Singapore,1.317838,103.862882,
COSY LODGE,Singapore,1.315383,103.886608,
COTE D'AZUR,Singapore,1.300918,103.904171,
COTSWOLD VILLAS,Singapore,1.346536,103.862226,
COUNTRY ESQUIRE,Singapore,1.359939,103.831028,
COUNTRY GRANDEUR,Singapore,1.360808,103.831243,
COUNTRY PARK CONDOMINIUM,Singapore,1.321392,103.954772,
CRADELS,Singapore,1.324739,103.853975,
CRAIG PLACE,Singapore,1.278053,103.842299,
CRANE COURT,Singapore,1.311969,103.898146,
CRESCENDO BUILDING,Singapore,1.31308,103.926542,
CRESCENDO PARK,Singapore,1.313377,103.925947,
CRESCENT BUILDING,Singapore,1.323751,103.852025,
CRESCENT FLATS,Singapore,1.376686,103.901699,
CRYSTAL COURT,Singapore,1.294191,103.827023,
CRYSTAL DE AZURE,Singapore,1.343396,103.881685,
CRYSTAL DEW,Singapore,1.316103,103.885257,
CRYSTAL HEIGHTS,Singapore,1.281564,103.785709,
CRYSTAL LODGE,Singapore,1.311248,103.87991,
CRYSTAL MANSIONS,Singapore,1.311356,103.876605,
CRYSTAL RHU,Singapore,1.298859,103.88387,
CRYSTAL TOWER,Singapore,1.316391,103.829998,
CUBE 8,Singapore,1.328105,103.841374,
CUBIK,Singapore,1.313502,103.911978,
CUSCADEN MANSIONS,Singapore,1.305254,103.837486,
CUSCADEN RESIDENCES,Singapore,1.304734,103.826493,
CUSCADEN ROYALE,Singapore,1.303655,103.829167,
CYAN,Singapore,1.318146,103.830463,
D - HERITAGE APARTMENTS,Singapore,1.295936,103.854899,
D' ALMIRA,Singapore,1.345005,103.867944,
D' CASITA,Singapore,1.321905,103.909359,
D' CASTILIA,Singapore,1.312788,103.903387,
D' DALVEY,Singapore,1.321284,103.821753,
D' FRESCO,Singapore,1.312552,103.90352,
D' HILLSIDE LOFT,Singapore,1.281353,103.785595,
D' IXORAS,Singapore,1.324255,103.849151,
D' KENARIS,Singapore,1.384881,103.871755,
D' MARINE,Singapore,1.304958,103.905792,
D' PALMA,Singapore,1.319707,103.911615,
D' SUNRISE,Singapore,1.312066,103.901002,
D'BANYAN,Singapore,1.444143,103.825427,
D'CAMBRIDGE,Singapore,1.314535,103.848505,
D'CHATEAU @ SHELFORD,Singapore,1.328137,103.812209,
D'ECOSIA,Singapore,1.306393,103.909987,
D'ELIAS,Singapore,1.372726,103.940701,
D'EVELYN,Singapore,1.316775,103.839662,
D'GALLERY,Singapore,1.319991,103.912268,
D'GROVE VILLAS,Singapore,1.30894,103.827589,
D'HIRO@HILLSIDE,Singapore,1.360121,103.875031,
D'LEEDON,Singapore,1.315373,103.804528,
D'LOTUS,Singapore,1.326178,103.853532,
D'MANOR,Singapore,1.329384,103.946335,
D'MIRA,Singapore,1.327517,103.849872,
D'NEST,Singapore,1.370318,103.946335,
D'OASIA,Singapore,1.319724,103.910567,
D'PAVILION,Singapore,1.369531,103.751938,
D'SAVILLE,Singapore,1.352083,103.819836,
D'SILVA TERRACE,Singapore,1.352083,103.819836,
D'WEAVE,Singapore,1.315662,103.890571,
D'ZIRE,Singapore,1.368289,103.882224,
D-MANSIONS,Singapore,1.352083,103.819836,
DA SILVA VILLAS,Singapore,1.364192,103.883025,
DAHLIA PARK CONDOMINIUM,Singapore,1.359053,103.965698,
DAISY LODGE,Singapore,1.344452,103.867416,
DAISY PARK,Singapore,1.352083,103.819836,
DAISY PETALS,Singapore,1.344814,103.866825,
DAISY SUITES,Singapore,1.343799,103.868392,
DAISY TERRACE,Singapore,1.344168,103.867391,
DAKOTA RESIDENCES,Singapore,1.306411,103.887017,
DALLA VALE,Singapore,1.400559,103.823596,
DALVEY COURT,Singapore,1.321051,103.821897,
DALVEY VILLAS,Singapore,1.314722,103.822509,
DAVISVILLE,Singapore,1.352083,103.819836,
DAWN VILLE,Singapore,1.312419,103.89457,
DE CASALLE,Singapore,1.352083,103.819836,
DE CENTURION,Singapore,1.298823,103.884239,
DE LENTE,Singapore,1.311696,103.801725,
DE PARADISO,Singapore,1.324127,103.850592,
DE ROYALE,Singapore,1.328263,103.849408,
DEDAP GARDENS,Singapore,1.388097,103.866954,
DELFI ORCHARD,Singapore,1.307238,103.828526,
DELIGHT COURT,Singapore,1.363544,103.746656,
DENG FU VILLE,Singapore,1.318935,103.906573,
DERBY COURT,Singapore,1.352083,103.819836,
DERBYSHIRE HEIGHTS,Singapore,1.316556,103.845759,
DESKER ROAD CONSERVATION AREA,Singapore,1.281574,103.847613,
DEVONSHIRE 12,Singapore,1.298002,103.837923,
DEVONSHIRE BUILDING,Singapore,1.298241,103.837826,
DEVONSHIRE RESIDENCES,Singapore,1.298962,103.837339,
DLV.,Singapore,1.315561,103.825198,
DOMAIN 21,Singapore,1.291899,103.82563,
DOMUS,Singapore,1.325683,103.845472,
DONG XING COURT,Singapore,1.312612,103.929412,
DORMER PARK,Singapore,1.294657,103.821127,
DORSETT RESIDENCES,Singapore,1.279642,103.840058,
DOUBLE BAY RESIDENCES,Singapore,1.341269,103.956287,
DOVER PARKVIEW,Singapore,1.305217,103.784399,
DRAGON VIEW PARK,Singapore,33.992955,-118.349117,x
DRAYCOTT EIGHT,Singapore,1.310343,103.83167,
DUBLIN LODGE,Singapore,1.298526,103.839198,
DUCHESS CREST,Singapore,1.324287,103.803367,
DUCHESS GARDEN,Singapore,1.32348,103.80292,
DUCHESS MANOR,Singapore,1.324536,103.807042,
DUCHESS PLACE,Singapore,1.324986,103.802075,
DUCHESS RESIDENCES,Singapore,1.323896,103.801614,
DUCHESS ROYALE,Singapore,1.32348,103.80292,
DUET,Singapore,1.311089,103.80434,
DUKE'S GARDEN,Singapore,1.322949,103.81214,
DUKES RESIDENCE,Singapore,1.321529,103.811373,
DUKU COURT,Singapore,1.309476,103.905041,
DUNEARN COURT,Singapore,1.324529,103.8118,
DUNEARN ESTATE,Singapore,1.325275,103.809297,
DUNEARN GARDENS,Singapore,1.314358,103.838911,
DUNEARN LODGE,Singapore,1.324725,103.810226,
DUNEARN REGENCY,Singapore,1.324542,103.810439,
DUNEARN SUITES,Singapore,1.324542,103.810439,
DUNMAN GARDEN,Singapore,1.309586,103.899281,
DUNMAN PLACE,Singapore,1.30978,103.895704,
DUNMAN REGENCY,Singapore,1.3095,103.893366,
DUNMAN VIEW,Singapore,1.309926,103.89709,
DUNSFOLD 18,Singapore,1.348349,103.86078,
DUNSFOLD RESIDENCES,Singapore,1.348349,103.86078,
DUNSFOLD VILLAS,Singapore,1.346297,103.860941,
DUO RESIDENCES,Singapore,1.300363,103.858367,
DYNASTY GARDEN,Singapore,1.323859,103.792673,
DYNASTY LODGE,Singapore,1.323986,103.792047,
E MAISON,Singapore,1.343313,103.869189,
E-SPACE,Singapore,1.329665,103.894451,
E7 LODGE,Singapore,1.321736,103.910547,
EALINE PARK,Singapore,1.352083,103.819836,
EAST 25 APARTMENTS,Singapore,1.333504,103.857011,
EAST BAY GARDENS,Singapore,1.317793,103.912524,
EAST COAST HILL,Singapore,1.309057,103.912691,
EAST COAST RESIDENCES,Singapore,1.314019,103.939754,
EAST COAST TERRACE,Singapore,1.310933,103.9227,
EAST COURT,Singapore,1.311844,103.904723,
EAST ELEGANCE,Singapore,1.315179,103.905435,
EAST GALLERIA,Singapore,1.312782,103.912071,
EAST GROVE,Singapore,1.318433,103.886805,
EAST MEADOWS,Singapore,1.328698,103.944034,
EAST MEWS,Singapore,1.30289,103.899653,
EAST PALM,Singapore,1.31383,103.931008,
EAST SHINE,Singapore,1.30391,103.901175,
EAST SIGNATURE,Singapore,1.312144,103.931585,
EAST TREASURE,Singapore,1.308982,103.902391,
EAST TUDOR,Singapore,1.352083,103.819836,
EAST VIEW,Singapore,1.303832,103.903509,
EAST VIEW 18,Singapore,1.303832,103.903509,
EAST VIEW GARDEN,Singapore,1.303832,103.903509,
EAST VILLAGE,Singapore,1.331795,103.946254,
EASTBAY,Singapore,1.312827,103.929302,
EASTCOVE RESIDENCES,Singapore,1.352083,103.819836,
EASTELLAR,Singapore,1.352083,103.819836,
EASTERN GROVE,Singapore,1.406892,103.902015,
EASTERN LAGOON,Singapore,1.313818,103.932933,
EASTPAC BUILDING,Singapore,1.326767,103.843274,
EASTPOINT GREEN,Singapore,1.338993,103.951017,
EASTREES,Singapore,1.352083,103.819836,
EASTSIDE LOFT,Singapore,1.305418,103.905525,
EASTVALE,Singapore,1.374936,103.953397,
EASTVILLE APARTMENTS,Singapore,1.31263,103.903025,
EASTWAY,Singapore,1.393188,103.893938,
EASTWIND MANSIONS,Singapore,1.3146,103.902381,
EASTWOOD CENTRE,Singapore,1.321492,103.955579,
EASTWOOD GARDEN,Singapore,1.321395,103.956048,
EASTWOOD GREEN,Singapore,1.322285,103.954845,
EASTWOOD LODGE,Singapore,1.31358,103.913527,
EASTWOOD REGENCY,Singapore,1.321498,103.957939,
EASTWOOD VILLE,Singapore,1.321395,103.956048,
EATON PARK,Singapore,1.387958,103.877917,
EBER GARDENS,Singapore,1.298779,103.840292,
EBONY MANSIONS,Singapore,1.31038,103.910367,
ECHELON,Singapore,1.290585,103.817885,
ECO,Singapore,1.3031,103.8531,
ECO SANCTUARY,Singapore,1.370927,103.776212,
ECOPOLITAN,Singapore,1.400957,103.897461,
ECOVILLE,Singapore,1.323835,103.850897,
EDELWEISS PARK CONDOMINIUM,Singapore,1.356463,103.968031,
EDEN CREST,Singapore,1.344865,103.871751,
EDEN PARK,Singapore,1.33149,103.791606,
EDEN RESIDENCES CAPITOL,Singapore,1.293096,103.851104,
EDEN VIEW,Singapore,1.344338,103.872553,
EDENZ LOFT,Singapore,1.312322,103.883488,
EDENZ SUITES,Singapore,1.312683,103.88558,
EDWARD LEE APARTMENTS,Singapore,1.296778,103.830219,
EIGHT @ EAST COAST,Singapore,1.309716,103.923162,
EIGHT COURTYARDS,Singapore,1.438604,103.831283,
EIGHT RIVERSUITES,Singapore,1.32165,103.864566,
EIS RESIDENCES,Singapore,1.307828,103.89942,
ELEVEN @ HOLLAND,Singapore,1.32857,103.789274,
ELIAS GREEN,Singapore,1.371204,103.941309,
ELIAS TERRACE,Singapore,1.372096,103.942161,
ELITE COURT,Singapore,1.316227,103.924995,
ELIZABETH HEIGHTS,Singapore,1.307547,103.836357,
ELIZABETH TOWER,Singapore,1.305895,103.836253,
ELLIOT AT THE EAST COAST,Singapore,1.312025,103.930627,
EMERALD APARTMENTS,Singapore,1.282304,103.84636,
EMERALD EAST,Singapore,1.299591,103.883993,
EMERALD GARDEN,Singapore,1.282304,103.84636,
EMERALD HILL CONSERVATION AREA,Singapore,1.303735,103.839269,
EMERALD PARK,Singapore,1.289619,103.830079,
EMERY POINT,Singapore,1.311708,103.895726,
EMILY RESIDENCE,Singapore,1.304093,103.84923,
EMPRADO SUITES,Singapore,1.310667,103.915612,
EN FU MANSIONS,Singapore,1.31537,103.88777,
ENG APARTMENTS,Singapore,1.314349,103.883024,
ENG HOON MANSIONS,Singapore,1.283454,103.834491,
ENG KONG GREEN,Singapore,1.335627,103.76963,
ENG KONG PARK,Singapore,1.333194,103.767895,
ENVIO,Singapore,1.314496,103.907463,
EON SHENTON,Singapore,1.273907,103.846216,
EQUATORIAL APARTMENTS,Singapore,1.298234,103.888017,
EQUITY HEIGHTS,Singapore,1.302508,103.84612,
ESCADA VIEW,Singapore,1.328933,103.913394,
ESPA,Singapore,1.258493,103.816118,
ESPADA,Singapore,1.297356,103.836706,
ESPANA,Singapore,1.30519,103.830536,
ESPARINA RESIDENCES,Singapore,1.38134,103.891311,
ESPIRA RESIDENCE,Singapore,1.313087,103.912242,
ESPIRA SPRING,Singapore,1.3173,103.9105,
ESPIRA SUITES,Singapore,1.317362,103.912615,
ESTA RUBY,Singapore,1.314015,103.893644,
ESTE VILLA,Singapore,1.382289,103.863727,
ESTELLA GARDENS,Singapore,1.359854,103.966672,
ESTERINA,Singapore,1.308206,103.89987,
ESTILO,Singapore,1.39392,103.887695,
ESTIQUE,Singapore,1.310112,103.893561,
ESTRIVILLAS,Singapore,1.321291,103.792753,
ETON COURT,Singapore,1.352083,103.819836,
EUHABITAT,Singapore,1.327913,103.906548,
EUNOS GREEN,Singapore,1.318619,103.905563,
EUNOS MANSION,Singapore,1.329867,103.905612,
EUNOS PARK,Singapore,1.318534,103.906464,
EUNOSVILLE,Singapore,1.318157,103.901563,
EUPHONY GARDENS,Singapore,1.424878,103.824647,
EURO-ASIA APARTMENTS,Singapore,1.322955,103.86393,
EURO-ASIA COURT,Singapore,1.29447,103.837637,
EURO-ASIA LODGE,Singapore,1.314579,103.901734,
EURO-ASIA PARK,Singapore,1.336442,103.867681,
EVANIA,Singapore,1.350284,103.879208,
EVELYN MANSIONS,Singapore,1.315597,103.839437,
EVER LODGE,Singapore,1.314632,103.889384,
EVERGREEN GARDEN,Singapore,1.315137,103.934555,
EVERGREEN PARK,Singapore,1.369035,103.899288,
EVERGREEN VIEW,Singapore,1.352083,103.819836,
EVERITT EDGE,Singapore,1.313721,103.901793,
EVERITT GREEN,Singapore,1.315151,103.901684,
EVERTON COURT,Singapore,1.275646,103.838691,
EWART PARK,Singapore,1.323929,103.783923,
EWE BOON REGENT,Singapore,1.316645,103.830395,
EXCELLENCE MANSIONS,Singapore,1.352083,103.819836,
FABER CREST,Singapore,1.323234,103.756993,
FABER GARDEN,Singapore,1.362666,103.829637,
FABER GARDEN CONDOMINIUM,Singapore,1.362666,103.829637,
FABER HILLS,Singapore,1.320422,103.756435,
FAIRHAVEN,Singapore,1.317703,103.842985,
FAIRLODGE,Singapore,1.311889,103.801491,
FAIRMOUNT CONDOMINIUM,Singapore,1.3211,103.956211,
FAME COURT,Singapore,1.352083,103.819836,
FAMILIE MANSIONS,Singapore,1.309027,103.877476,
FANTA GARDEN,Singapore,1.352083,103.819836,
FAR HORIZON GARDENS,Singapore,1.383241,103.838535,
FARRER PARK SUITES,Singapore,1.313144,103.853673,
FENARA COURT,Singapore,1.318605,103.911636,
FENG LAI MANSION,Singapore,1.352083,103.819836,
FENGLI GARDENS,Singapore,1.352083,103.819836,
FERN LODGE,Singapore,1.545726,103.656567,
FERNHILL COTTAGE,Singapore,1.314112,103.824673,
FERNHILL COURT,Singapore,1.313663,103.823622,
FERNHILL GARDEN,Singapore,1.314112,103.824673,
FERNHILL GROVE,Singapore,1.314036,103.824508,
FERNHILL PLACE,Singapore,1.314112,103.824673,
FERNHILL RESIDENCES,Singapore,1.314316,103.825999,
FERNWOOD TERRACE,Singapore,1.309659,103.924604,
FERNWOOD TERRACES,Singapore,1.309659,103.924604,
FERNWOOD TOWERS,Singapore,1.309468,103.924943,
FERRARIA PARK CONDOMINIUM,Singapore,1.357626,103.963865,
FERRELL RESIDENCES,Singapore,1.317812,103.832508,
FIDVI COURT,Singapore,1.352083,103.819836,
FIFTEEN ROBIN,Singapore,1.318742,103.826979,
FIFTH AVENUE CONDOMINIUM,Singapore,1.330196,103.795899,
FIFTY-TWO STEVENS,Singapore,1.314973,103.826376,
FIGARO GARDENS,Singapore,1.315227,103.926322,
FINLAND GARDENS,Singapore,1.311135,103.92363,
FIORENZA,Singapore,1.363678,103.886115,
FIRST POINT SUITES,Singapore,1.316473,103.910166,
FIVE CHANCERY,Singapore,1.318692,103.836893,
FLAME TREE PARK,Singapore,1.360985,103.828957,
FLAMINGO VALLEY,Singapore,1.317845,103.922706,
FLO RESIDENCE,Singapore,1.392126,103.913401,
FLORA EAST,Singapore,1.31422,103.905823,
FLORAVIEW,Singapore,1.391411,103.850301,
FLORAVILLE,Singapore,1.289440,103.849980,
FLORENCE GROVE,Singapore,1.361802,103.886077,
FLORENCE REGENCY,Singapore,1.366586,103.887062,
FLORIDA PARK,Singapore,1.388907,103.854877,
FLORIDIAN,Singapore,1.333405,103.786284,
FLORISSA PARK,Singapore,1.387081,103.835434,
FLYNN PARK,Singapore,1.278095,103.793398,
FONTAINE PARRY,Singapore,1.366768,103.880243,
FONTANA HEIGHTS,Singapore,1.315396,103.776848,
FOOK HAI BUILDING,Singapore,1.285089,103.846316,
FORD PLACE,Singapore,1.313785,103.79568,
FORESQUE RESIDENCES,Singapore,1.368654,103.77593,
FOREST HILLS CONDOMINIUM,Singapore,1.405182,103.817939,
FORESTVILLE,Singapore,1.432563,103.799318,
FORT GARDENS,Singapore,1.299226,103.884925,
FORTE SUITES,Singapore,1.349718,103.881869,
FORTUNA GARDENS,Singapore,1.352083,103.819836,
FORTUNA HILL,Singapore,1.359686,103.877027,
FORTUNA SEAVIEW VILLAS,Singapore,1.352083,103.819836,
FORTUNE JADE,Singapore,1.309955,103.894863,
FORTUNE PARK,Singapore,1.361607,103.890922,
FORTUNE SPRING,Singapore,1.352083,103.819836,
FORTUNE VIEW,Singapore,1.352083,103.819836,
FOUR SEASONS PARK,Singapore,1.30318,103.828489,
FRAGRANCE COURT,Singapore,1.277297,103.792737,
FRAGRANT GARDENS,Singapore,1.353509,103.878876,
FRANKEL ESTATE,Singapore,1.316508,103.917956,
FRASER RESIDENCE SINGAPORE,Singapore,1.305647,103.836893,
FREESIA WOODS,Singapore,1.324148,103.766724,
FRUITION,Singapore,1.314314,103.903569,
FU YUEN BUILDING,Singapore,1.297081,103.856431,
FUDU PARK,Singapore,1.389914,103.838236,
FULCRUM,Singapore,1.298689,103.884834,
FULTON HILL,Singapore,1.361451,103.833026,
FUTSING BUILDING,Singapore,1.310549,103.859276,
FUYONG ESTATE,Singapore,1.358494,103.76784,
FUYUEN COURT,Singapore,1.315934,103.888889,
GABRIEL VILLAS,Singapore,1.347354,103.877207,
GAIA,Singapore,1.310421,103.795046,
GALAXY TOWERS,Singapore,1.315074,103.897279,
GALLERY 8,Singapore,1.311668,103.905925,
GALLERY FIFTEEN,Singapore,1.327466,103.843734,
GALLOP COURT,Singapore,1.314227,103.811805,
GALLOP GABLES,Singapore,1.316359,103.806857,
GALLOP GARDENS,Singapore,1.314218,103.812981,
GALLOP GREEN,Singapore,1.31522,103.808429,
GALLOP PARK,Singapore,1.318747,103.811925,
GALLOP VILLAS,Singapore,1.314218,103.812981,
GAMBIER COURT,Singapore,1.292837,103.839814,
GAMBIR RIDGE,Singapore,1.344653,103.875666,
GAMBIR TERRACE,Singapore,1.344224,103.874485,
GARDEN APARTMENT,Singapore,1.314885,103.834344,
GARDEN APARTMENTS,Singapore,1.308593,103.819211,
GARDEN PARK RESIDENCES,Singapore,1.308229,103.823735,
GARDEN VIEW ESTATE,Singapore,1.360973,103.865707,
GARDENVILLE,Singapore,1.312478,103.827435,
GARDENVISTA,Singapore,1.3381,103.780066,
GARLICK PARK,Singapore,1.352083,103.819836,
GARLICK VILLE,Singapore,1.325701,103.792512,
GAY'S VILLAS,Singapore,1.352083,103.819836,
GEMINI APARTMENTS,Singapore,1.317188,103.925192,
GENTLE REFLECTIONS,Singapore,1.319302,103.83836,
GENTLE VILLAS,Singapore,1.320684,103.841575,
GERALD GARDENS,Singapore,1.385831,103.877869,
GEYLANG CONSERVATION AREA,Singapore,1.310225,103.900912,
GEYLANG HERITAGE,Singapore,1.313144,103.887505,
GEYLANG MANSION,Singapore,1.31527,103.886941,
GIDEON'S LODGE,Singapore,1.311178,103.901323,
GIFFARD MANSIONS,Singapore,1.32588,103.84936,
GILLENIA,Singapore,1.352083,103.819836,
GILSTEAD 38,Singapore,1.318161,103.839139,
GILSTEAD 68,Singapore,1.31902,103.841231,
GILSTEAD BROOKS,Singapore,1.318297,103.838614,
GILSTEAD COURT,Singapore,1.318333,103.839673,
GILSTEAD MANSION,Singapore,1.319223,103.840193,
GILSTEAD TWO,Singapore,1.314764,103.838416,
GISBORNE LIGHT,Singapore,1.31632,103.830399,
GLAMOUR VILLE,Singapore,1.352083,103.819836,
GLASGOW RESIDENCE,Singapore,1.361586,103.878585,
GLASGOW TERRACE,Singapore,1.361903,103.879148,
GLENDALE PARK,Singapore,1.363141,103.765344,
GLENFIELD APARTMENTS,Singapore,1.352083,103.819836,
GLENTREES,Singapore,1.316332,103.784811,
GLOBAL VILLE,Singapore,1.327614,103.842594,
GLORIA MANSION,Singapore,1.286548,103.780003,
GLOUCESTER MANSIONS,Singapore,1.313886,103.840362,
GOH & GOH BUILDING,Singapore,1.341024,103.776345,
GOLD COAST CONDOMINIUM,Singapore,1.290403,103.774851,
GOLD LEAF MANSIONS,Singapore,1.311427,103.916121,
GOLD PALM MANSIONS,Singapore,1.314168,103.915079,
GOLDEARTH VIEW,Singapore,1.352083,103.819836,
GOLDEN HEIGHTS,Singapore,1.349567,103.865944,
GOLDEN HILL ESTATE,Singapore,1.356274,103.864779,
GOLDEN MILE COMPLEX,Singapore,1.302606,103.864888,
GOLDEN RISE ESTATE,Singapore,1.354667,103.861645,
GOLDEN SHOWER PARK,Singapore,1.352083,103.819836,
GOLDENHILL PARK CONDOMINIUM,Singapore,1.352872,103.862313,
GOLDENHILL VILLAS,Singapore,1.352872,103.862313,
GOLDHILL GARDENS,Singapore,1.319249,103.831929,
GOLDHILL TOWERS,Singapore,1.32072,103.833335,
GOLDLEAF GARDENS,Singapore,1.311427,103.916121,
GOODLAND BUILDING,Singapore,1.310596,103.853683,
GOODLINK PARK,Singapore,1.426331,103.825333,
GOODLUCK GARDEN,Singapore,1.340988,103.769304,
GOODMAN CREST,Singapore,1.304438,103.89077,
GOODVIEW APARTMENTS,Singapore,1.311849,103.87686,
GOODWILL COURT,Singapore,1.312958,103.927906,
GOODWOOD GARDENS,Singapore,1.314885,103.834344,
GOODWOOD GRAND,Singapore,1.315408,103.833316,
GOODWOOD RESIDENCE,Singapore,1.308453,103.83455,
GOVERNMENT CO-OP HOUSING ESTATE,Singapore,1.352083,103.819836,
GPL TERRACE,Singapore,1.352083,103.819836,
GRACE GARDEN,Singapore,1.41868,103.709747,
GRACE PARK,Singapore,1.357743,103.868214,
GRACIOUS MANSIONS,Singapore,1.306842,103.912006,
GRAMERCY PARK,Singapore,1.298412,103.826569,
GRAND CHATEAU,Singapore,1.344033,103.768654,
GRAND DUCHESS AT ST PATRICK'S,Singapore,1.308654,103.915944,
GRAND REGALIA,Singapore,1.357064,103.881117,
GRAND REGENCY,Singapore,1.306441,103.833429,
GRAND RESIDENCE,Singapore,1.317054,103.910057,
GRANDE VISTA,Singapore,1.388844,103.852041,
GRANDEUR 8,Singapore,1.375561,103.847087,
GRANDIOSO 8,Singapore,1.355465,103.833019,
GRANDLINK SQUARE,Singapore,1.3142,103.891472,
GRANDVIEW SUITES,Singapore,1.312825,103.882456,
GRANGE 70,Singapore,1.299314,103.829248,
GRANGE 80,Singapore,1.299345,103.828234,
GRANGE HEIGHTS,Singapore,1.297487,103.835494,
GRANGE INFINITE,Singapore,1.301418,103.823726,
GRANGE RESIDENCES,Singapore,1.303974,103.822893,
GRANGE ROAD APARTMENTS,Singapore,1.299839,103.824766,
GRAY MANSIONS,Singapore,1.312659,103.89343,
GREAT WORLD CITY,Singapore,1.294274,103.831951,
GREEN COURT,Singapore,1.313674,103.88529,
GREEN GARDENS,Singapore,1.315888,103.877699,
GREEN HILL ESTATE,Singapore,1.278951,103.844735,
GREEN SPRINGS,Singapore,1.352083,103.819836,
GREENBANK PARK,Singapore,1.347893,103.788865,
GREENDALE COURT,Singapore,1.331764,103.807291,
GREENLANE APARTMENTS,Singapore,1.311081,103.893046,
GREENRIDGE,Singapore,1.385231,103.76644,
GREENWOOD MEWS,Singapore,1.336906,103.805145,
GREENWOOD VILLAS,Singapore,1.336906,103.805145,
GROSVENOR VIEW,Singapore,1.32747,103.911583,
GROVE RESIDENCE,Singapore,1.313137,103.825374,
GRYPHON TERRACE,Singapore,1.289814,103.776274,
GUAN SOON TERRACE,Singapore,1.337895,103.953612,
GUILIN COURT,Singapore,1.31215,103.8846,
GUILIN MANSIONS,Singapore,1.315836,103.88962,
GUILIN VIEW,Singapore,1.355878,103.752379,
GUILLEMARD APARTMENTS,Singapore,1.311193,103.884517,
GUILLEMARD EDGE,Singapore,1.311838,103.886167,
GUILLEMARD SUITES,Singapore,1.31061,103.882534,
GUILLEMARD VIEW,Singapore,1.311193,103.884517,
H RESIDENCES,Singapore,1.31573,103.908693,
H2O RESIDENCES,Singapore,1.392766,103.879232,
HAI SING PARK,Singapore,1.36571,103.89347,
HAIG 162,Singapore,1.306281,103.898789,
HAIG APARTMENTS,Singapore,1.30824,103.899618,
HAIG COURT,Singapore,1.306623,103.898351,
HAIG ELEVEN,Singapore,1.30824,103.899618,
HAIG GROVE,Singapore,1.307949,103.89936,
HAIG LODGE,Singapore,1.308115,103.898041,
HAIG RESIDENCES,Singapore,1.307828,103.89942,
HAIG TEN,Singapore,1.310882,103.896957,
HALLMARK RESIDENCES,Singapore,1.316063,103.830752,
HAMPSTEAD,Singapore,1.352083,103.819836,
HANA,Singapore,1.30596,103.828521,
HANSVILLE,Singapore,47.918622,-122.554246,x
HAPPY ESTATE,Singapore,1.369017,103.848122,
HAPPY MANSION,Singapore,1.352083,103.819836,
HARBOUR SUITES,Singapore,1.272199,103.827515,
HARBOUR VIEW TOWERS,Singapore,1.271975,103.80848,
HARBOURLIGHTS,Singapore,1.266285,103.822667,
HARMONY @ 1A,Singapore,1.363445,103.887901,
HARVEST MANSIONS,Singapore,1.28989,103.831826,
HARVEY VIEW,Singapore,1.352083,103.819836,
HAUS@SERANGOON GARDEN,Singapore,1.364896,103.860863,
HAWAII TOWER,Singapore,1.296861,103.889937,
HAZEL PARK CONDOMINIUM,Singapore,1.372783,103.764543,
HAZEL PARK TERRACE,Singapore,1.371722,103.764282,
HDB EXECUTIVE FLATS/STAFF HSE,Singapore,1.352083,103.819836,
HEDGES PARK CONDOMINIUM,Singapore,1.354955,103.966646,
HEETON PARK,Singapore,1.397902,103.818738,
HEJI GARDENS,Singapore,1.313048,103.911588,
HELICONA LODGE,Singapore,1.319902,103.953081,
HELIOS RESIDENCES,Singapore,1.306856,103.837965,
HENGDA BUIDLING,Singapore,1.279789,103.848683,
HENLEY GARDENS,Singapore,1.368044,103.884381,
HENRY PARK,Singapore,1.316783,103.784136,
HERITAGE 9,Singapore,1.311158,103.903828,
HERITAGE APARTMENTS,Singapore,1.288383,103.849229,
HERITAGE EAST,Singapore,1.309158,103.912562,
HERITAGE PLACE,Singapore,1.298709,103.856362,
HERITAGE RESIDENCES,Singapore,1.288383,103.849229,
HERITAGE VIEW,Singapore,1.30376,103.783899,
HERON BAY,Singapore,1.376312,103.903217,
HERTFORD COLLECTION,Singapore,1.313529,103.848931,
HERTFORD MANSION,Singapore,1.313529,103.848931,
HIGH OAK CONDOMINIUM,Singapore,1.340422,103.771083,
HIGH POINT,Singapore,1.308466,103.835521,
HIGH STREET CENTRE,Singapore,1.290009,103.849433,
HIGHGATE,Singapore,1.341607,103.76617,
HIGHLAND CENTRE,Singapore,1.355372,103.877235,
HIGHLAND CONDOMINIUM,Singapore,1.359204,103.880163,
HIGHLINE RESIDENCES,Singapore,1.284685,103.829812,
HIJAUAN,Singapore,1.352083,103.819836,
HILBRE28,Singapore,1.356364,103.878868,
HILLBROOKS,Singapore,1.358315,103.762688,
HILLCREST ARCADIA,Singapore,1.334933,103.809334,
HILLCREST PARK,Singapore,1.331862,103.807846,
HILLCREST VILLA,Singapore,1.32868,103.805641,
HILLINGTON GREEN,Singapore,1.359805,103.764648,
HILLION RESIDENCES,Singapore,1.378752,103.763484,
HILLS APARTMENT,Singapore,1.320422,103.756435,
