name,longitude,latitude,id,bedroom
0,0,0,1,2323
0,0,0,2,2531
0,0,0,3,1192
0,0,0,4,323
0,0,0,5,1308
0,0,0,6,98
0,0,0,7,972
0,0,0,8,1739
0,0,0,9,4977
0,0,0,10,2647
0,0,0,11,1623
0,0,0,12,2144
0,0,0,13,748
0,0,0,14,4660
0,0,0,15,3456
0,0,0,16,1919
0,0,0,17,768
0,0,0,18,832
0,0,0,19,2660
0,0,0,20,586
0,0,0,21,905
0,0,0,22,606
0,0,0,23,1291
0,0,0,24,0
0,0,0,25,554
0,0,0,26,46
0,0,0,27,331
0,0,0,28,268
0,0,0,29,0
