name,longitude,latitude,id,bedroom
0,0,0,1,898
0,0,0,2,224
0,0,0,3,2825
0,0,0,4,3297
0,0,0,5,3684
0,0,0,6,7
0,0,0,7,400
0,0,0,8,1219
0,0,0,9,7584
0,0,0,10,7707
0,0,0,11,3275
0,0,0,12,2771
0,0,0,13,899
0,0,0,14,3426
0,0,0,15,6657
0,0,0,16,3809
0,0,0,17,1436
0,0,0,18,2786
0,0,0,19,5057
0,0,0,20,2034
0,0,0,21,3685
0,0,0,22,2404
0,0,0,23,3784
0,0,0,24,0
0,0,0,25,558
0,0,0,26,493
0,0,0,27,1155
0,0,0,28,419
0,0,0,29,0
