name,longitude,latitude,id,price
0,0,0,1,4.205820636532415
0,0,0,2,0
0,0,0,3,6.939727953081399
0,0,0,4,6.831414945798797
0,0,0,5,14.262205600981208
0,0,0,6,0
0,0,0,7,129.40663968178748
0,0,0,8,42.4443238583311
0,0,0,9,6.8786280077123765
0,0,0,10,9.932101626322659
0,0,0,11,34.21398094031827
0,0,0,12,91.1866679841796
0,0,0,13,354.3930640442931
0,0,0,14,104.608880192493
0,0,0,15,28.522112119185252
0,0,0,16,55.26759082263322
0,0,0,17,262.7848610568187
0,0,0,18,90.33112740510785
0,0,0,19,60.28497600959459
0,0,0,20,132.45840814426512
0,0,0,21,83.95176772494379
0,0,0,22,145.30053595563055
0,0,0,23,109.76494516608385
0,0,0,24,0
0,0,0,25,1246.1009249218243
0,0,0,26,641.5034194588485
0,0,0,27,275.9585951118926
0,0,0,28,432.6682920540901
0,0,0,29,0
