name,longitude,latitude,id,bedroom
0,0,0,1,319
0,0,0,2,0
0,0,0,3,381
0,0,0,4,899
0,0,0,5,539
0,0,0,6,0
0,0,0,7,61
0,0,0,8,201
0,0,0,9,2613
0,0,0,10,2957
0,0,0,11,955
0,0,0,12,370
0,0,0,13,96
0,0,0,14,334
0,0,0,15,1368
0,0,0,16,741
0,0,0,17,157
0,0,0,18,469
0,0,0,19,734
0,0,0,20,341
0,0,0,21,555
0,0,0,22,327
0,0,0,23,442
0,0,0,24,0
0,0,0,25,39
0,0,0,26,76
0,0,0,27,178
0,0,0,28,114
0,0,0,29,0
