name,longitude,latitude,id,bedroom
0,0,0,1,0
0,0,0,2,0
0,0,0,3,2
0,0,0,4,0
0,0,0,5,52
0,0,0,6,0
0,0,0,7,0
0,0,0,8,2
0,0,0,9,25
0,0,0,10,50
0,0,0,11,5
0,0,0,12,1
0,0,0,13,0
0,0,0,14,18
0,0,0,15,35
0,0,0,16,17
0,0,0,17,0
0,0,0,18,37
0,0,0,19,7
0,0,0,20,4
0,0,0,21,1
0,0,0,22,8
0,0,0,23,3
0,0,0,24,0
0,0,0,25,1
0,0,0,26,3
0,0,0,27,8
0,0,0,28,1
0,0,0,29,0
