name,longitude,latitude,id,bedroom
0,0,0,1,1820
0,0,0,2,1652
0,0,0,3,2094
0,0,0,4,2084
0,0,0,5,3332
0,0,0,6,49
0,0,0,7,1071
0,0,0,8,1516
0,0,0,9,6367
0,0,0,10,5360
0,0,0,11,3554
0,0,0,12,2736
0,0,0,13,1201
0,0,0,14,3458
0,0,0,15,5154
0,0,0,16,4468
0,0,0,17,1751
0,0,0,18,3228
0,0,0,19,5325
0,0,0,20,1628
0,0,0,21,2606
0,0,0,22,2226
0,0,0,23,3223
0,0,0,24,0
0,0,0,25,467
0,0,0,26,470
0,0,0,27,1142
0,0,0,28,581
0,0,0,29,0
