name,longitude,latitude,id,price
0,0,0,1,5.095687016263549
0,0,0,2,10.558712384574202
0,0,0,3,12.264556221182263
0,0,0,4,16.53601320302841
0,0,0,5,13.566755222916111
0,0,0,6,929.3345381106225
0,0,0,7,46.56368013991664
0,0,0,8,36.49079949734053
0,0,0,9,13.232776411461423
0,0,0,10,19.416460201760305
0,0,0,11,33.183139254202736
0,0,0,12,46.40603417964275
0,0,0,13,108.8616360566165
0,0,0,14,41.08450752267194
0,0,0,15,30.791733590961517
0,0,0,16,38.3319004977921
0,0,0,17,100.07716461936927
0,0,0,18,56.9626375017235
0,0,0,19,37.43738665761018
0,0,0,20,125.63422433210256
0,0,0,21,81.15584824910543
0,0,0,22,98.22922612308807
0,0,0,23,70.39282428196222
0,0,0,24,0
0,0,0,25,488.3692929600366
0,0,0,26,487.56180096383696
0,0,0,27,203.1103660325434
0,0,0,28,401.769092830393
0,0,0,29,0
