name,longitude,latitude,id,price
0,0,0,1,5.611488628916599
0,0,0,2,11.027895066099155
0,0,0,3,28.34429771077707
0,0,0,4,109.7547310687243
0,0,0,5,31.618483525859986
0,0,0,6,430.9700501476866
0,0,0,7,48.20590797703246
0,0,0,8,31.509599718278544
0,0,0,9,16.42634842957718
0,0,0,10,35.54366148638252
0,0,0,11,62.40136926318922
0,0,0,12,51.43487503592424
0,0,0,13,151.6438492260946
0,0,0,14,28.41610891102703
0,0,0,15,42.28803250892913
0,0,0,16,79.83395449467321
0,0,0,17,202.5830611993962
0,0,0,18,190.55797307306176
0,0,0,19,63.45884555012229
0,0,0,20,292.0798258864356
0,0,0,21,193.2443470271805
0,0,0,22,293.1253969065253
0,0,0,23,140.8414733088119
0,0,0,24,0
0,0,0,25,331.46141103026287
0,0,0,26,3994.865826908085
0,0,0,27,558.3070360408852
0,0,0,28,692.6661348274031
0,0,0,29,0
