name,longitude,latitude,id,price
0,0,0,1,4.162106132935481
0,0,0,2,20.641090589370624
0,0,0,3,5.139585334867745
0,0,0,4,8.180260625696121
0,0,0,5,10.268402054665357
0,0,0,6,5408.750915201219
0,0,0,7,98.1946455624185
0,0,0,8,35.37670797076171
0,0,0,9,9.42380897739504
0,0,0,10,12.490744169387177
0,0,0,11,32.737108289404034
0,0,0,12,41.42567247072331
0,0,0,13,130.510930663594
0,0,0,14,36.98761120611341
0,0,0,15,21.83979576514662
0,0,0,16,40.70464867024314
0,0,0,17,109.90896647364555
0,0,0,18,59.038399498047276
0,0,0,19,35.0411913924737
0,0,0,20,89.7666429767678
0,0,0,21,51.86879631644618
0,0,0,22,82.33654214647784
0,0,0,23,54.44240450969071
0,0,0,24,0
0,0,0,25,371.41548107586533
0,0,0,26,422.4748062809487
0,0,0,27,182.57371861042753
0,0,0,28,505.3591706394695
0,0,0,29,0
